k1	pc	pwkvn_gloss	indep_hits	mw_body_mention
pakzapucCavant	4-301-b	{#pakzapucCa/vant#}¦ <lex>Adj.</lex> {%Flügel und Schwanz habend%} <ls>ŚAT. BR. 6,7,2,7</ls>. <ls n="ŚAT. BR. 6,7,2,">8</ls>.	sch	
pakzasaMmita	4-301-b	{#pakzasaMmita#}¦ <lex>Adj.</lex> {%der Höhe, des Flügels entsprechend%} <ls>KĀTY. ŚR. 8,8,8</ls>.	sch	
pakzmasaMpAta	6-303-a	{#pakzmasaMpAta#}¦ <lex>m.</lex> = {#pakzmapAta#}. {#˚je kAle#} so <ab>v. a.</ab> {%in einem Augenblick%} <ls>MBH. 5,90,42</ls>.	sch	
palitavant	5-259-b	{#palitavant#}¦ <lex>Adj.</lex> {%graue Haare habend%} <ls>HEM. PAR. 1,202</ls>.	sch	
palola	4-302-a	{#palola#}¦ <lex>m.</lex> <ab>Pl.</ab> <ab>N. pr.</ab> eines Volkes <ls>VARĀH. BṚH. S. 14,30</ls>.	sch	
palvalI	7-357-b	{#palvalI#}¦ <lex>Adv.</lex> mit {#BU#} {%zu einem Pfuhl werden%} <ls>JĀTAKAM. 15</ls>.	sch	
parAgAy	5-259-a	{#parAgAy#}¦ {%Blüthenstaub darstellen%}. {#˚yita#} <lex>n.</lex> <ab>impers.</ab> <ls>SADUKTIK. 106</ls>.	sch	
parAgamana	5-259-a	{#parAgamana#}¦ <lex>n.</lex> {%das Fortgehen%} <ls>SĀY.</ls> zu <ls>ṚV. 10,18,1</ls>.	sch	
parAgvadana	4-301-c	{#parAgvadana#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%abgewandten Gesichts%} <ls>BHĀM. V. 2,49</ls>.	sch	
parAgvadanaSAlin	4-301-c	{#parAgvadanaSAlin#}¦ <lex>Adj.</lex> <ab>dass.</ab> in der <ab>übertr.</ab> <ab>Bed.</ab> {%unhold%} (Schicksal) <ls>BHĀM. V. 3,1</ls>.	sch	
parApAtam	5-259-a	{#parApA/tam#}¦ <ab>Absol.</ab> {%davonfliegend%} <ls>MAITR. S. 1,10,13 (152,12. 13)</ls>.	sch	
parIzaha	5-259-b	{#parIzaha#}¦ <lex>m.</lex> {%Mühsal, Gefahr%}. <ab>Pl.</ab> <ls>HEM. PAR. 2,282</ls>.	sch	
pariBakza	6-303-b	{#pariBakza#}¦ <lex>m.</lex> {%das Umgéhen Jmds beim Essen, eine <ab>best.</ab> Begehung%} <ls>ĀPAST. ŚR. 14,31,9</ls>. <ab>Vgl.</ab> {#a˚#}.	sch	
pariDAnI	5-259-a	{#pariDAnI#}¦ <lex>Adv.</lex> mit {#kar#} {%zum Untergewand machend%} <ls><ab>Comm.</ab> zu ŚIŚ. 13,32</ls>.	sch	
pariDAsyE	4-301-c	{#pariDAsyE#}¦ <ls>PĀR. GṚHY. 2,6,20</ls> nach dem <ab>Comm.</ab> <ab>Dat.</ab> = {#pariDAnAya#} {%zur Anlegung%}. <ls>STENZLER</ls> vermuthet <ab>Conj.</ab> <ab>Fut.</ab>	sch	
pariSEla	4-301-c	{#pariSEla#}¦ (?) <ls>KAUŚ. 85</ls>.	sch	
parihAyam	7-357-a	{#parihA/yam#}¦ <ab>Absol.</ab> <ls>MAITR. S. 4,5,8 (76,4)</ls>. <ls>ROTH</ls> vermuthet {#parihA/ram#}, wie <ls n="MAITR. S.">4,6,1 (78,21)</ls> gelesen wird.	sch	
paripiNgI	5-259-a	{#paripiNgI#}¦ <lex>Adv.</lex> mit {#kar#} {%stark röthlich braun färben%} <ls>ŚIŚ. 20,55</ls>.	sch	
paripiRqI	7-356-c	{#paripiRqI#}¦ <lex>Adv.</lex> mit {#kar#} {%in Kugelgestalt bringen%} <ls>DIVYĀVAD. 516,7</ls>.	sch	
parivfkza	4-301-c	{#parivfkza#}¦ (?) <ls>KAUŚ. 80</ls>.	sch	
parivyAkulI	7-356-d	{#parivyAkulI#}¦ <lex>Adv.</lex> mit {#kar#} {%ganz in Unordnung bringen%} <ls>JĀTAKAM. 19</ls>.	sch	
partvA	4-301-c	{#pa/rtvA#}¦ (!) <ls>TS. 7,5,1,2</ls> angeblich = {#prItiM prApya#}.	sch	
paryARay	7-388-d	{#paryARay#}¦ {%satteln%} <ls><ab>ebend.</ab> 32. 166</ls>.	sch	
paryantI	7-357-a	{#paryantI#}¦ <lex>Adv.</lex> mit {#kar#} {%zu Ende bringen, beendigen%} <ls>DIVYĀVAD. 97,19</ls>. <ls n="DIVYĀVAD.">236,18</ls>.	sch	
paryupAsanA	7-357-a	{#paryupAsanA#}¦ <lex>f.</lex> {%Verehrung%} <ls>DIVYĀVAD. 147,1</ls>. <ls n="DIVYĀVAD.">149,19</ls>.	sch	
paryuzaRAvicArabfhadavacUrRi	7-357-b	{#paryuzaRAvicArabfhadavacUrRi#}¦ <lex>f.</lex> Titel eines Werkes <ls>Festgr. 55</ls>.	sch	
pattodaSa	4-301-b	{#pattodaSa#}¦ <lex>Adj.</lex> {%unten mit Fransen besetzt%} <ls>ĀPAST. ŚR. 9,11,23</ls>.	sch	
pawU	7-355-c	{#pawU#}¦ <lex>Adv.</lex> mit {#kar#} {%schärfen, steigern%} <ls>JĀTAKAM. 29,13</ls>.	sch	
pfzWI	7-359-c	{#*pfzWI#}¦ <lex>Adv.</lex> mit {#BU#} {%niedergedrückt —, niedergeschlagen werden%} <ls>MAHĀVY. 130,44</ls>. Richtig {#pizwI#}. <ab>Vgl.</ab> {#vipfzWI#}.	sch	
piNgARaka	5-259-c	{#*piNgARaka#}¦ <ls>ZACH. Beitr. 91. 92</ls>.	sch	
piRqatakzuka	6-303-b	{#piRqatakzuka#}¦, andere Formen <ls>BAUDH. 2,15,12</ls>.	sch	
piculikA	5-259-c	{#*piculikA#}¦ <lex>f.</lex> <ls>ZACH. Beitr. 92</ls>.	sch	
pitfvyaka	5-260-a	{#pitfvyaka#}¦ <ls>HEM. PAR. 2,304</ls>.	sch	
plozwar	7-363-a	{#plozwar#}¦ <ab>Nom. ag.</ab> {%Verbrenner%} <ls>CAṆḌĪŚ. 60</ls>.	sch	
ponti	7-359-d	{#ponti#}¦ oder {#pontI#} <lex>f.</lex> {%Lappen, Fezzen%} <ls>DIVYĀVAD. 256,26</ls>. <ab>Conj.</ab> für {#yonti, yontI, yAntI#}.	sch	
potAy	7-359-d	{#potAy#}¦ IV. selbständig <ls>RUDRAṬA, ŚṚṄGĀRAT. 1,4</ls>.	sch	
prANmuKAYcana	5-261-a	{#prANmuKAYcana#}¦ <lex>Adj.</lex> = {#prANmuKa#} 1〉 <ls>SĀY.</ls> zu <ls>ṚV. 10,18,3</ls>.	sch	
prAgvaMSika	5-261-a	{#prAgvaMSika#}¦ <lex>Adj.</lex> von <hom>2.</hom> {#prAgvaMSa#} 2〉 <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 13,23,3</ls>. <ls n="ĀPAST. ŚR.">14,7,16</ls>.	sch	
prApayitar	5-261-a	{#prApayitar#}¦ <ab>Nom. ag.</ab> {%der erlangen lässt, verleiht%}. <lex>f.</lex> {#˚trI#} <ls>SĀY.</ls> zu <ls>ṚV. 1,113,7</ls>.	sch	
prAvis	7-362-d	{#prAvis#}¦ <lex>Adv.</lex> <ls>DIVYĀVAD. 210,23</ls> vielleicht nur ein verlesenes {#Avis#}.	sch	
prIRayitar	5-261-a	{#prIRayitar#}¦ <ab>Nom. ag.</ab> {%Erfreuer%}. <lex>f.</lex> {#˚trI#} <ls>SĀY.</ls> zu [Page5-261-b] <ls>ṚV. 4,42,10</ls> ({#prIRAyitrI#} fehlerhaft).	sch	
praRamrI	7-360-b	{#praRamrI#}¦ <lex>Adv.</lex> mit {#BU#} {%sich verneigen%} <ls>PĀDĀRAVINDAŚ. 5</ls>.	sch	
praRatAtmavant	7-360-b	{#praRatAtmavant#}¦ <lex>Adj.</lex> {%gebeugten Körpers, sich verbeugend%} <ls>R. ed. Bomb. 4,46,2</ls>.	sch	
prabADanA	7-361-c	{#prabADanA#}¦ <lex>f.</lex> {%das Plagen, Quälerei%} <ls>JĀTAKAM. 33</ls>.	sch	
pracalAy	7-360-a	{#pracalAy#}¦, {#˚yati#} {%im Schlafe mit dem Kopfe nicken%} <ls>JĀTAKAM. 33</ls>.	pwg	
pradaRqavant	7-361-c	{#pradaRqavant#}¦ <lex>Adj.</lex> {%strenge Strafen verhängend%} <ls>PARĀŚARA 1,61 (S. 389)</ls>.	sch	
praheRavaka	7-362-c	{#praheRavaka#}¦ {%eine Art Backwerk%} <ls>DIVYĀVAD. 13,26</ls>. <ls n="DIVYĀVAD.">258,19</ls>. <ab>Vgl.</ab> {#praheRaka#}.	sch	
prakzAlayitar	7-360-a	{#prakzAlayitar#}¦ <ab>Nom. ag.</ab> {%Wäscher%} (der Füsse des Gastes) <ls>ĀPAST. GṚHY. 13,6</ls>.	sch	
pralabDar	5-260-c	{#pralabDar#}¦ <ab>Nom. ag.</ab> {%Hintergeher, Betrüger%} <ls>MBH. 3,246,10</ls>.	sch	
pramlAnI	4-302-c	{#pramlAnI#}¦ <lex>Adv.</lex> mit {#BU#} {%verwelken%} <ls>PAÑCAR. 3,5,30</ls>.	sch	
prasftiMpaca	5-261-a	{#prasftiMpaca#}, {#amBaH˚#}¦ so <ab>v. a.</ab> {%nur wenig Wasser gebend%} <ls>ALAṂKĀRAS. 26,b.</ls> <ls>ALAṂKĀRAV. 72,a.</ls> <ls>ALAṂKĀRAR. 10,b.</ls>	sch	
pratItimant	7-389-a	{#pratItimant#}¦ <lex>Adj.</lex> {%bekannt, erkannt%} <ls>HARAVIJAYA 6,32</ls>.	sch	
pratanU	7-360-b	{#pratanU#}¦ <lex>Adv.</lex> mit {#kar#} {%sehr verringern, — schwächen%} <ls>JĀTAKAM. 14,1</ls>.	sch	
pratikaRWakayA	7-360-b	{#pratikaRWakayA#}¦ (wohl {#˚kaRWikayA#}) <ab>Instr.</ab> <lex>Adv.</lex> = {#pratikaRWam#} <ls>DIVYĀVAD. 244,8</ls>.	sch	
pratimAsaMprokzaRa	6-303-c	{#pratimAsaMprokzaRa#}¦ <lex>n.</lex>, so zu lesen <ab>st.</ab> {#˚kzaRam#}.	sch	
pratisamAsam	4-302-b	{#pratisamAsam#}¦ <ab>Absol.</ab> {%wieder an seinen Platz stellend%} <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 11,5,7</ls>.	sch	
prativaktar	7-360-d	{#prativaktar#}¦ <ab>Nom. ag.</ab> {%Antwort gebend auf%} (<ab>Gen.</ab>), {%interpretirend%} (das Gesetz) <ls>BAUDH. 1,1,9</ls>.	sch	
prattadEvata	4-302-b	{#prattadEvata#}¦ <lex>Adj.</lex> {%der Gottheit schon dargebracht%} <ls>ĀPAST. ŚR. 9,15,13</ls>. <ab>Comm.</ab> zu <ls n="ĀPAST. ŚR. 9,15,">10</ls>.	sch	
pratyArdrI	7-361-b	{#pratyArdrI#}¦ mit {#kar#} IV. {%verwischen%} <ls>KIR. 7,15</ls>.	sch	
pratyAstaraRa	7-361-b	{#pratyAstaraRa#}¦ <lex>n.</lex> = {#pratyAstAra#} <ls>DIVYĀVAD. 19,20</ls>.	sch	
pratyekarUpa	7-361-c	{#pra/tyekarUpa#}¦ scheinbar <ls>MAITR. S. 3,3,9 (42,6)</ls>, da nach <ls>DELBRÜCK</ls> {#pra/tye/karUpAH#} zu betonen ist {%(in Bezug auf die Milch gleichfarbig)%}.	sch	
pratyuktatva	5-260-c	{#pratyuktatva#}¦ <lex>n.</lex> {%das Widerlegtsein%} <ls>ŚAṂK.</ls> zu <ls>BĀDAR. 507,2</ls>.	sch	
pravAce	5-261-a	{#pravA/ce#}¦ <ab>Dat.</ab> <ab>Infin.</ab> zu {#vac#} mit {#pra#} <ls>ṚV. 9,95,2</ls>.	sch	
pravAritArTAtisevA	7-362-a	{#*pravAritArTAtisevA#}¦ <lex>f.</lex> {%das in der Annahme von freundlichen Anerbietungen bestehende Vergehen%} <ls>MAHĀVY. 261,78</ls>.	sch	
pravartamAnatA	5-261-a	{#pravartamAnatA#}¦ <lex>f.</lex> {%das Sichanschicken zu%} (<ab>Loc.</ab>) <ls>SARVAD. 58,12</ls>.	sch	
pravfttasaMprahAra	6-304-a	{#pravfttasaMprahAra#}¦ <lex>Adj.</lex> {%zu kämpfen begonnen habend%}. <ab>Nom. abstr.</ab> {#˚tva#} <lex>n.</lex> <ls>KATHĀS. 15,140</ls>.	sch	
prayogi	7-361-d	{#pra/yogi#}¦ <lex>m.</lex> <ls>MAITR. S. 3,1,9 (12,11)</ls> fehlerhaft für {#prA/˚#}, <ab>Patron.</ab> von {#prayoga#}.	sch	
pretvarI	7-363-a	{#pretvarI#}¦ IV. in der verdorbenen Stelle <ls>MAITR. S. 4,1,1 (2,6)</ls>.	sch	
puRyI	5-260-a	{#puRyI#}¦ <lex>Adv.</lex> mit {#kar#} {%heiligen%} <ls>HEM. PAR. 1,133</ls>.	sch	
puRyapApekzitar	7-358-c	{#puRyapApekzitar#}¦ <ab>Nom. ag.</ab> {%Zeuge des Guten und Bösen%} <ls>M. 8,91</ls>.	sch	
purAsura	7-389-a	{#purAsura#}¦ <lex>m.</lex> <ab>N. pr.</ab> eines <is>Asura</is> <ls><ab>ebend.</ab> 4,28</ls>.	sch	
purIzasaMhita	6-303-c	{#pu/rIzasaMhita#}¦ <lex>Adj.</lex> {%mit Unrath verbunden%}. <ab>Compar.</ab> {#˚tara#} <ls>ŚAT. BR. 6,7,1,10</ls>.	sch	
puzpAkzita	7-359-a	{#puzpAkzita#} und {#puzpAkzodaka#}¦ häufig in der <ls>PADDH.</ls> zu <ls>KAUŚ.</ls> nach <ls>BLOOMFIELD</ls>.	sch	
puzpaSrIdAsI	5-260-b	{#puzpaSrIdAsI#}¦ <lex>f.</lex> ein Frauenname <ls>CAMPAKA 189. fgg.</ls>	sch	
puzyarAga	7-359-b	{#puzyarAga#} und {#˚rAja#}¦ <ab>s.</ab> oben <ab n="unter">u.</ab> {#puzpa˚#}.	sch	
rAjImatI	5-264-b	{#rAjImatI#}¦ <lex>f.</lex> <ab>N. pr.</ab> einer Frau. {#˚parityAga#} <lex>m.</lex> Titel eines Werkes <ls>ALAṂKĀRAT. 8,a.</ls>	sch	
rAjamArgI	7-371-a	{#rAjamArgI#}¦ <lex>Adv.</lex> mit {#kar#} {%zu einer Hauptstrasse machen%} <ls>JĀTAKAM. 1</ls>.	sch	
rAtA	7-371-a	{#rAtA#}¦ <lex>Adj.</lex> <lex>f.</lex> <ls>ĀPAST. GṚHY. 3,11</ls> auf verschiedene Weise gedeutet. = {#vihAriRI#} <ls>VAIJAYANTĪ</ls>, <ls>BHŪMIK.</ls>, <ls>BRĀHMAṆĀDHY. 52</ls> nach <ls>WINTERNITZ</ls>.	sch	Y
raktapawwamaya	5-264-a	{#raktapawwamaya#}¦ <lex>Adj.</lex> {%aus rothem Zeuge verfertigt%} <ls>VĀSAV. 172,6</ls>, <ab>v. l.</ab>	sch	
rakzApratisara	7-370-c	{#rakzApratisara#} <lex>m.</lex> oder {#˚rA#} <lex>f.</lex>¦ {%Schutzamulet%} <ls>MBH. 3,309,4</ls>.	sch	
rasarasAgratA	7-370-d	{#*rasarasAgratA#}¦ <lex>f.</lex> (<ls>MAHĀVY. 17,10</ls>) und {#rasarasAgravant#} <lex>Adj.</lex> (<ls>LALIT. 120,19. fg.</ls>). <ab>Vgl.</ab> <ls>Lotus de la b. l. 566. fg.</ls>	sch	
ridviDi	6-305-c	{#ridviDi#}¦ <lex>m.</lex> <ls>KAP. S.</ls> <ab>v. l.</ab> für {#hinviDi#} <ls>MAITR. S. 1,9,1 (131,8)</ls>.	sch	
sAMkASikA	7-382-c	{#*sAMkASikA#}¦ <lex>Adj.</lex> <lex>f.</lex> = {#pitrAdigfhezvagnyAdidAyinI#} <ls>VAIJAYANTĪ</ls>, <ls>BHŪMIK.</ls>, <ls>BRĀHMAṆĀDHY. 52</ls> nach <ls>WINTERNITZ</ls>.	sch	Y
sAmaDarmArTanItimant	7-382-c	{#sAmaDarmArTanItimant#}¦ <lex>Adj.</lex> {%liebevoll, gerecht, nützlich und klug%} (Rede) <ls>R. ed. Bomb. 4,29,8</ls>. <ab>Vgl.</ab> {#sasAmaDarmArTasamAhita#} <ls n="R. ed. Bomb.">4,30,19</ls>.	sch	
sTAyaka	7-384-a	{#sTAyaka#}¦ VII. 2〉 <ls>YAMA</ls> in <ls>HEMĀDRI 3,1,776</ls>.	sch	
sTUlaBittikatA	7-384-a	{#*sTUlaBittikatA#}¦ <lex>f.</lex> ? <ls>MAHĀVY. 85</ls>.	sch	
sUpasaMpanna	7-383-c	{#*sUpasaMpanna#}¦ <lex>Adj.</lex> {%gehörig zum Mönch geweiht%} <ls>MAHĀVY. 48</ls>.	sch	
saMBaja	7-381-b	{#saMBaja#}¦ (?) <ls>DĀRILA</ls> zu <ls>KAUŚ. 41,18</ls>.	sch	
saMBinnavyaYjanA	7-381-b	{#*saMBinnavyaYjanA#}¦ <lex>f.</lex> {%eine Art Hermaphrodit%} <ls>MAHĀVY. 271</ls>. {#*˚na#} <lex>n.</lex> {%diese Deformität%} <ls n="MAHĀVY.">284</ls>.	sch	
saMSrAvaRa	7-379-b	{#saMSrAvaRa#}¦ <ls>HEMĀDRI 3,a,974,5</ls> fehlerhaft für {#saMsrAvaRa#}.	sch	
saMbIja	7-381-b	{#saMbIja#}¦ <lex>n.</lex> {%allgemeiner Same%} <ls>KĀŚĪKH. 44,26</ls>.	sch	
saMbanDikatva	7-381-b	{#saMbanDikatva#}¦ <lex>n.</lex> {%das Zusammenhängen%} <ls>SAṂSK. K. 27,b,10</ls>. <ls n="SAṂSK. K.">214,b,6</ls>.	sch	
saMdarBavant	7-380-b	{#saMdarBavant#}¦ <lex>Adj.</lex> {%ein kunstvolles Gefüge habend%} <ls>HARAVIJAYA 11,33</ls>.	sch	
saMmodaganDa	7-381-b	{#saMmodaganDa#}¦ <lex>m.</lex> {%Wohlgeruch%} <ls>JĀTAKAM. 21</ls>.	sch	
saMpAtAyAta	7-381-a	{#saMpAtAyAta#}¦ <lex>Adj.</lex> {%ohne ersichtlichen Zweck hineingerathen%} <ls>SĀṂKHYAPR. 89,6</ls> <ab>v. u.</ab> <ls>ANIRUDDHA</ls> zu <ls>SĀṂKHYAS. 1,12</ls>. <ls n="SĀṂKHYAS.">2,12</ls>.	sch	
saMpAtaka	7-381-a	{#saMpAtaka#}¦ <lex>Adj.</lex> von {#saMpAta#} 7〉 <ls>SAṂSK. K. 75,b,2</ls>.	sch	
saMprAnta	7-381-b	{#saMprAnta#}¦ <lex>m.</lex> {%völliges Ende%} <ls>KĀŚĪKH. 64,72</ls>.	sch	
saMprajYAtAvasTA	7-381-b	{#saMprajYAtAvasTA#}¦ <lex>f.</lex> {%dieser Zustand eines%} <is>Yogin</is> <ls><ab>ebend.</ab></ls>	sch	
saMprajYAtayogin	7-381-b	{#saMprajYAtayogin#}¦ <lex>m.</lex> {%ein%} <is>Yogin</is>, {%der sich noch im Zustande des Bewusstseins befindet,%} <ls>ANIRUDDHA</ls> zu <ls>SĀṄKHYAS. 6,50</ls>.	sch	
saMpratiBAsa	7-381-b	{#saMpratiBAsa#}¦ <lex>m.</lex> {%combinirende Vorstellung%} <ls>ANIRUDDHA</ls> zu <ls>SĀṂKHYAS. 5,99</ls>.	sch	
saMpravAdana	7-381-b	{#saMpravAdana#}¦ <lex>n.</lex> {%das zu gleicher Zeit Ertönenlassen%} <ls>SUD.</ls> zu <ls>ĀPAST. GṚHY. 2,14</ls>.	sch	
saMpriyatA	7-381-b	{#saMpriyatA#}¦ <lex>f.</lex> {%das Liebersein als%} (<ab>Abl.</ab>) <ls>KIR. 17,4</ls>.	sch	
saMpuzka	7-381-b	{#saMpuzka#}¦ <lex>Adj.</lex> <ls>ĀPAST. GṚHY. 18,11</ls> = {#akzata#} {%ungemahlen%} <ab>Comm.</ab> Vielleicht fehlerhaft für {#saMSuzka#}.	sch	
saMramBavant	7-379-b	{#saMramBavant#}¦ <lex>Adj.</lex> {%zornig%} <ls>HARAVIJAYA 9,13</ls>.	sch	
saMsneha	7-379-c	{#saMsneha#}¦, so zu lesen <ab>st.</ab> {#saMsreha#}.	sch	
saMviBAgI	7-379-b	{#saMviBAgI#}¦ <lex>Adv.</lex> mit {#kar#} {%gleich theilen%} <ls>DAMAYANTĪK. 263</ls>.	sch	
saMyamanin	7-379-b	{#saMyamanin#}¦ <lex>m.</lex> {%Lenker%} <ls>DIVYĀVAD. 60,15</ls>.	sch	
saPalatA	7-380-c	{#saPalatA#}¦ <lex>f.</lex> = {#saPalatva#} <ls>KĀŚĪKH. 46,11</ls>.	sch	
sadaMpuzpA	7-380-a	{#sadaMpuzpA#}¦ nach <ls>DĀRILA</ls> = {#trisaMDyA#}.	sch	
sadant	7-380-a	{#sadant#}¦ <lex>Adj.</lex> {%Zähne habend, seine <ab n="Zähne">Z.</ab> behaltend%}. <ab>Nom. abstr.</ab> {#sadattva#} <lex>n.</lex> <ls>MAITR. S. 1,8,5 (121,20)</ls> {#sadattvA/ya#} zu vermuthen <ab>st.</ab> {#ya/dattvA	sch	
sahaBUmi	7-382-b	{#sahaBUmi#}¦ VII. Lies <ls>16,15,20</ls>.	sch	
saktuprasTeSvara	7-379-c	{#saktuprasTeSvara#}¦ <lex>n.</lex> <ab>N. pr.</ab> eines <is>Liṅga</is> <ls>KĀŚĪKH. 65,15</ls>.	sch	
samanDakArI	7-380-c	{#samanDakArI#}¦ <lex>Adv.</lex> mit {#kar#} {%in Finsterniss hüllen,%} so <ab>v. a.</ab> {%unpassirbar machen%} <ls>KIR. 14,39</ls>.	sch	
samudrakaleKaka	7-381-a	{#*samudrakaleKaka#}¦ <lex>Adj.</lex> {%mit <ab>best.</ab> ungünstigen Zeichen versehen%} <ls><ab>ebend.</ab> 271,143</ls>. Wohl {#sA˚#} zu lesen.	sch	
sapatni	7-380-b	{#sapatni#}¦ <lex>f.</lex> = <hom>1.</hom> {#sapatnI#} <ls>R. ed. Bomb. 2,8,26</ls>.	sch	
sapfzWI	7-380-b	{#sapfzWI#}¦ <lex>Adv.</lex> mit {#BU#} <ls>DIVYĀVAD. 326,9</ls>. <ab>Vgl.</ab> {#pfzWI#}.	sch	
sarpavfScikaromavant	7-381-c	{#sarpavfScikaromavant#}¦ <lex>Adj.</lex> {%dessen [Page7-381-d] Haare Schlangen und Scorpione sind%} <ls>R. 7,23,1,74</ls>.	sch	
satkAryasidDAnta	7-379-d	{#satkAryasidDAnta#}¦ <lex>m.</lex> = {#satkAryavAda#} (<ab>s. u.</ab> {#satkArya#}) <ls>SĀṂKHYAPR. 84,6</ls>. <ls n="SĀṂKHYAPR.">85,7</ls>.	sch	
suSarmanagara	7-383-b	{#suSarmanagara#} <lex>n.</lex> und {#suSarmapura#} <lex>n.</lex>¦ <ab>N. pr.</ab> einer {%Stadt%} <ls>Festgr. 16</ls>.	sch	
sudurgraha	7-383-a	{#sudurgraha#}¦ <lex>Adj.</lex> {%sehr schwer zu erfassen, — erkennen%} <ls>KIR. 14,1</ls>.	sch	
svakArTa	7-384-b	{#*svakArTa#}¦ <lex>m.</lex> {%das eigene Interesse%} <ls><ab>ebend.</ab> 48. 126</ls>.	sch	
svasvAmisaMbanDa	7-384-b	{#svasvAmisaMbanDa#}¦ <lex>m.</lex> {%die zwischen Besitz und Besitzer bestehende Verbindung%} <ls>ANIRUDDHA</ls> zu <ls>SĀṂKHYAS. 6,67</ls>. <ls n="SĀṂKHYAS. 6,">69. fg.</ls> <ls>MAHĀDEVA</ls> zu <ls n="SĀṂKHYAS. 6,">69	sch	
tARqavay	7-388-a	{#tARqavay#}¦ {%tanzen lassen%} <ls><ab>ebend.</ab> 36</ls>.	sch	
tAwAvacara	7-345-b	{#*tAwAvacara#}¦ <lex>m.</lex> <ls>MAHĀVY. 218,16</ls> fehlerhaft für {#tAqAvacara#}.	sch	
tIrTikAvakrAntaka	7-346-a	{#*tIrTikAvakrAntaka#}¦ <lex>Adj.</lex> {%der zu einer hetrodoxen Secte übergetreten ist%} <ls>MAHĀVY. 271,4</ls>.	sch	
tIrTodgAraprakIrRaka	7-346-a	{#tIrTodgAraprakIrRaka#}¦ Titel eines Werkes <ls>Festgr. 55. fgg.</ls>	sch	
tIyikA	7-345-d	{#tIyikA#}¦ <lex>f.</lex> <ab>N. pr.</ab> einer Oertlichkeit <ls>DIVYĀVAD. 76,11</ls>. <ls n="DIVYĀVAD.">465,12</ls>. {#˚maha#} <lex>m.</lex> {%ein <ab>best.</ab> Fest%} <ls n="DIVYĀVAD.">80,9. 469,18</ls>.	sch	
taTAgatacintyaguhyanirdeSa	7-344-c	{#*taTAgatacintyaguhyanirdeSa#} <lex>m.</lex>, {#*taTAgatajYAnamudrAsamADi#} <lex>m.</lex>, {#*taTAgatamahAkaruRAnirdeSa#} <lex>m.</lex> und {#*taTAgatotpattisaMBavanirdeSa#} <lex>m.</lex>¦ Titel <ab>buddh.</ab> <is>Sūtr	sch	
taTAkArin	7-344-c	{#*taTAkArin#}¦ <lex>Adj.</lex> {%so thuend%} <ls>MAHĀVY. 126,59</ls>.	sch	
tadbudDi	7-388-a	{#tadbudDi#}¦ <lex>Adj.</lex> {%dessen Geist darauf gerichtet ist%} <ls>BHAG. 5,17</ls>.	sch	
taddviguRa	7-388-a	{#taddviguRa#}¦ <lex>Adj.</lex> {%zweimal so viel%} <ls>M. 8,59</ls>.	sch	
tadvaMSya	7-388-a	{#tadvaMSya#}¦ <lex>Adj.</lex> {%zu dessen Familie gehörig;%} <lex>m.</lex> {%dessen Anverwandter%} <ls>M. 7,202</ls>.	sch	
tadvaktar	7-388-a	{#tadvaktar#}¦ <ab>Nom. ag.</ab> {%dieses sprechend%} <ls>M. 12,115</ls>.	sch	
talloka	5-255-b	{#talloka#}¦ <lex>Adj.</lex> {%im Besitz seiner Welt seiend%}. <ab>Nom. abstr.</ab> {#˚tA#} <lex>f.</lex> <ls>BHĀG. P. 4,24,7</ls>.	sch	
tamAKu	5-255-b	{#tamAKu#}¦ <lex>m.</lex> {%Tabak%} <ls>SUBHĀṢITARATNABHĀṆḌĀGĀRA 131</ls> nach <ls>AUFRECHT</ls>.	sch	
tamanI	5-255-b	{#tamanI#}¦ <lex>f.</lex> <ls>ZACH. Beitr.</ls> <ab>Vgl.</ab> {#nAga˚#}.	sch	
tamastamaHparAyaRa	7-345-a	{#*tamastamaHparAyaRa#}¦ <lex>Adj.</lex> <ls>MAHĀVY. 147</ls>.	sch	
tamojyotizparAyaRa	7-345-a	{#*tamojyotizparAyaRa#}¦ <lex>Adj.</lex> <ls>MAHĀVY. 147</ls>.	sch	
tanUkartar	5-255-b	{#tanUkartar#}¦ <ab>Nom. ag.</ab> {%Schwächer, Mitnehmer%} (der Feinde) <ls>SĀY.</ls> zu <ls>ṚV. 5,34,6</ls>.	sch	
tanitar	5-255-b	{#tanitar#}¦ <ab>Nom. ag.</ab> {%Zusammenfüger, Ausführer%} <ls>SĀY.</ls> zu <ls>ṚV. 10,39,14</ls>.	sch	
tannizWa	7-388-a	{#tannizWa#}¦ <lex>Adj.</lex> {%diesem sich ganz hingebend%} <ls>BHAG. 5,17</ls>.	sch	
tantrapati	5-255-b	{#tantrapati#}¦ <lex>m.</lex> <ls>ZACH. Beitr.</ls>	sch	
tantrya	5-255-b	{#tantrya#}¦ <lex>Adj.</lex> {%der Doctrin gemäss, gesetzlich%} <ls>DATTAKATILAKA</ls> in <ls>DATTAKAŚ.</ls>	sch	
tarattAra	7-345-a	{#tarattAra#}¦ <lex>Adj.</lex> {%mit durchdringenden (durchbohrenden) Augensternen%} <ls>RUDRAṬA, ŚṚṄGĀRAT. 1,59</ls>.	sch	
